tab delimited	contribution
data_model_version	description
3.0	Downloaded from MagIC at 2026-02-05T15:23:58.389Z.
>>>>>>>>>>
tab delimited	locations
location	location_type	location_alternatives	result_name	result_type	method_codes	citations	expedition_name	expedition_ship	geologic_classes	lithologies	plate_blocks	terranes	geological_province_sections	tectonic_settings	lat_s	lat_n	lon_w	lon_e	elevation_low	elevation_high	continent_ocean	country	state_province	ocean_sea	region	village_city	age	age_sigma	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_k	dir_k_ratio	dir_polarity	dir_n_sites	dir_n_samples	fold_test_significance	fold_test	conglomerate_test	contact_test	reversal_test	pole_lat	pole_lon	pole_dp	pole_dm	pole_alpha95	pole_k	pole_comp_name	pole_reversed_perc	pole_antipodal_angle	description	rock_magnetic_test	external_database_ids	analysts
Frankenstein Intrusive Complex	Outcrop		8594	i	DE-DI : LT-T-Z:LP-DC4	10.1029/2000JB900167			Intrusive	Diorite:Gabbro			Frankenstein Intrusive Complex		49.8	49.8	8.7	8.7			Europe	Germany			SW Germany				356	370	Ma	100	200.1	39.5	5.6	47		r	15			ND	ND	ND	Rc	15.4	171.4	3.6	5.9			C	75	171.3	C Component. Thermal to 670C characteristic component. Js-T (CT ~580C) ; OP (MAGN HEM) ; Jrs/Js vs Hcr/Hc.	M		
Nahe Volcanics	Outcrop		3620	i	DE-DI : LT-AF-Z:LP-DC2	NIJENHUIS (1961)			Extrusive:Intrusive	Extrusives:Intrusives			Nahe Volcanics		50	50	8	8			Europe	Germany			SW Germany				262	271	Ma	0	195	-15	13	46			5	75		ND	ND	ND	ND	46	167	7	13				100		Lower Middle Permian. AF cleaning used.	ND		
Ries impact structure	Outcrop				LP-T:LP-NO:LP-AF:LP-HYS:LP-IMT:LP-MW	10.1029/2023JB027460			Sedimentary:Metamorphic:Igneous	Limestone:Granite:Gneiss:Amphibolite:Suevite					48.79202	48.971112	10.4625	10.8305									14.75		14.7	370	Ma																											
Eifel volcanics	Region					Schnepp 1996									50.35	50.35	7.14	7.14			Europe				Germany																																	
Rhaetian Sediments	Outcrop		8181	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC4	EDEL & DURINGER (1997)			Sedimentary	Sandstone					48.5	48.5	8	8			Europe	France			Western Germany : Eastern France				200	204	Ma	100	45.1	46.8	7.6	101.2			5	84		ND	ND	ND	Ro	50	112	8	8				40	178.4	Rhaetian age. Nearly horizontal. Thermal to 580C. IRM (sat. 0. 1T).	M		
Rhaetian Sediments	Outcrop		8181	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC4	EDEL & DURINGER (1997)			Sedimentary	Sandstone					48.5	48.5	8	8			Europe	France			Western Germany : Eastern France				200	204	Ma	100	45.7	47.3	11.3	119.5			3			ND	ND	ND	Ro	50	112	8	8				40	178.4	Rhaetian age. Nearly horizontal. Thermal to 580C. IRM (sat. 0. 1T).	M		
Rhaetian Sediments	Outcrop		8181	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC4	EDEL & DURINGER (1997)			Sedimentary	Sandstone					48.5	48.5	8	8			Europe	France			Western Germany : Eastern France				200	204	Ma	100	254.2	-46.1	30.2	44.8		r	2			ND	ND	ND	Ro	50	112	8	8				40	178.4	Rhaetian age. Nearly horizontal. Thermal to 580C. IRM (sat. 0. 1T).	M		
Turonian Carbonates	Outcrop		782	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC3	KERTH (1985)			Sedimentary	Limestone			Turonian carbonates		51.5	51.5	8.3	8.3			Europe	Germany			SE Muensterland				89	94	Ma	0	17	52	5.3				1	5		ND	ND	ND	ND	68	149	5	7.3				0		Turonian. Extent Thickness 80m. Dip 1 to 2 degrees to N. . Thermal to 150C + AF to 24mT. . IRM (sat. 0. 2-0. 3T)  GOETH present.	M		
Dobra Sandstone	Outcrop		8920	i	DE-DI : LT-T-Z:LP-DC4	SCHATZ ET AL. (2002)			Sedimentary	Sandstone		Saxothuringia	Dobra Sandstone		50.3	50.3	11.6	11.6			Europe	Germany			Bavaria				444	450	Ma	100	30	-58	18.5	25.7			4	15		ND	ND	ND	ND	-2.8	168.6	20.1	27.3			D	0		Ashgill. Component D. Thermal characteristic component 400-520C. IRM Js-T (MAGN). Post-Carboniferous remagnetization is also possible.	ND		
Dobra Sandstone	Outcrop		8920	i	DE-DI : LT-T-Z:LP-DC4	SCHATZ ET AL. (2002)			Sedimentary	Sandstone		Saxothuringia	Dobra Sandstone		50.3	50.3	11.6	11.6			Europe	Germany			Bavaria				444	450	Ma	0	205	42	18.5	25.7			4			ND	ND	ND	ND	-2.8	168.6	20.1	27.3			D	0		Ashgill. Component D. Thermal characteristic component 400-520C. IRM Js-T (MAGN). Post-Carboniferous remagnetization is also possible.	ND		
Saxothuringian Ignimbrites	Outcrop		8919	i	DE-DI : LT-T-Z:LP-DC4	SCHATZ ET AL. (2002)			Extrusive	ignimbrite		Saxothuringia	Saxothuringian Ignimbrites		50.2	50.2	11.6	11.6			Europe	Germany			Bavaria				476	480	Ma	100	189	76	11.6	44.7			5	24	99	F+	ND	ND	ND	-24	187	19.7	21.4			C	13		Arenig. Component C. Thermal characteristic component 400-580C. IRM Js-T (MAGN). Passes McElhinny (1964) test.	ND		
Saxothuringian Ignimbrites	Outcrop		8919	i	DE-DI : LT-T-Z:LP-DC4	SCHATZ ET AL. (2002)			Extrusive	ignimbrite		Saxothuringia	Saxothuringian Ignimbrites		50.2	50.2	11.6	11.6			Europe	Germany			Bavaria				476	480	Ma	0	190	51	24.5	10.7			5		99	F+	ND	ND	ND	-24	187	19.7	21.4			C	13		Arenig. Component C. Thermal characteristic component 400-580C. IRM Js-T (MAGN). Passes McElhinny (1964) test.	ND		
Devonian Sediments Volcanics	Outcrop		1437	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC3	10.1016/0040-1951(83)90046-X			Extrusive:Sedimentary	Extrusives: Limestone :greywacke					50	50	10	10			Europe	France : Germany			Vosges : Harz and Franconian Forest and Germany				359	398	Ma	100	177.6	24.8	10.3	56.2	4.8		10	85	99	F+	ND	ND	Ro	25.3	194.5	9.3	9.3				200		AF to 55mT thermal to 575C stable >400C. IRM (sat. 0. 2T no sat. 4T).	M		
Devonian Sediments Volcanics	Outcrop		1437	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC3	10.1016/0040-1951(83)90046-X			Extrusive:Sedimentary	Extrusives: Limestone :greywacke					50	50	10	10			Europe	France : Germany			Vosges : Harz and Franconian Forest and Germany				359	398	Ma	0	186.6	29.2	23.3	11.7			10		99	F+	ND	ND	Ro	25.3	194.5	9.3	9.3				200		AF to 55mT thermal to 575C stable >400C. IRM (sat. 0. 2T no sat. 4T).	M		
Rheinland Pflaz Volcanics	Outcrop		3603	a	DE-DI : LT-AF-Z:LP-DC2	NAIRN (1962)			Extrusive	Phonolite: Trachyte :Basalt			Rheinland Pflaz Volcanics		50.5	50.5	7.5	7.5			Europe	Germany			Eifel : Westerwald : Siebengebirge				16	29	Ma	0	28	62	5	38			22	53		ND	ND	ND	Ro	70	108	6	8				46		Upper Oligocene to Lower Miocene. AF cleaning 4. 5 to 40mT. Combined GJ 6. 011-13.	ND		
Carboniferous Greywacke	Outcrop		1439	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC3	10.1016/0040-1951(83)90046-X			Sedimentary	greywacke					51.5	51.5	10.5	10.5			Europe	Germany			Harz Mountains				318	359	Ma	100	173.1	-9	4.9		14.4		2	32	95	F+	ND	ND	ND	42.4	200.2	2.5	4.9				100		Thermal to 575C AF to 55mT stable >400C.	ND		
Carboniferous Greywacke	Outcrop		1439	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC3	10.1016/0040-1951(83)90046-X			Sedimentary	greywacke					51.5	51.5	10.5	10.5			Europe	Germany			Harz Mountains				318	359	Ma	0	140.1	43	18.6				2		95	F+	ND	ND	ND	42.4	200.2	2.5	4.9				100		Thermal to 575C AF to 55mT stable >400C.	ND		
Bunter Sandstone	Outcrop		3646	a	DE-VGP : LT-NO:LP-DC0	NAIRN (1960)			Sedimentary	Sandstone			Bunter Sandstone		47.5	47.5	8.2	8.2			Europe	Germany			Pfalz				245	251	Ma	0	17	29	13	36			5	27		ND	ND	ND	R-	55	159	10	10				20	152.9	Superseded study. Combined GJ4. 008-12. Old Result. Superseded study.	ND		
Bunter Sandstone	Outcrop		3646	a	DE-VGP : LT-NO:LP-DC0	NAIRN (1960)			Sedimentary	Sandstone			Bunter Sandstone		47.5	47.5	8.2	8.2			Europe	Germany			Pfalz				245	251	Ma	0	13.5	33	8.2	127			4			ND	ND	ND	R-	55	159	10	10				20	152.9	Superseded study. Combined GJ4. 008-12. Old Result. Superseded study.	ND		
Bunter Sandstone	Outcrop		3646	a	DE-VGP : LT-NO:LP-DC0	NAIRN (1960)			Sedimentary	Sandstone			Bunter Sandstone		47.5	47.5	8.2	8.2			Europe	Germany			Pfalz				245	251	Ma	0	209	-10	18	3		r	1			ND	ND	ND	R-	55	159	10	10				20	152.9	Superseded study. Combined GJ4. 008-12. Old Result. Superseded study.	ND		
Fogtland Fogtland Sediments	Outcrop		7330	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC3	BUCHA ET AL. (1976)			Sedimentary	Redbeds					50.5	50.5	12.2	12.2			Europe	Germany			Fogtland				359	416	Ma	100	158.4	48.2	8.8	15.7			6	16		F+	ND	ND	ND	8	211.1	7.5	11.5			Pre-folding	100		Tremadoc. Extent 5 km 100 m th. . 2 sections. Prefolding. Thermal to 575C AF to 20-75 mT. Single-domain HEM (Tub>590C Hcs'>320 kA/m).	ND		
Frauenbach Ficoden Seria	Outcrop		7327	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC3	BUCHA ET AL. (1976)			Sedimentary	Redbeds:Quartzite			Frauenbach and Ficoden seria		50.6	50.6	11.2	11.2			Europe	Germany			Thyringia				200	250	Ma	0	214.8	-38.8	4.6	26.7			7	42		F-	ND	ND	Ro	50.5	134.8	3.3	5.5			Post-folding	24		Tremadoc-Arenig. Extent 30 km. Sudet phase of folding 3 sections. Postfolding. Thermal to 450C AF to 25-75 mT. Single-domain HEM (Tub>640C Hcs'>=240 kA/m). Post-Kiaman age due to large percentage of N-polarity.	ND		
Thyringia Fogtland Sediments	Outcrop		7329	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC3	BUCHA ET AL. (1976)			Sedimentary	clayedshales:Quartzite			Thyringia sediments		50.6	50.6	11.2	11.2			Europe	Germany			Thyringia				359	416	Ma	100	155.5	63	8.9	18.9			5	13		F+	ND	ND	ND	-7.4	208.6	11	14			Pre-folding	100		Tremadoc-Arenig. Extent 30 km. 2 sections. Prefolding. Thermal to 350C AF to 20-75 mT. Single-domain HEM (Tub=670C Hcs'>240 kA/m).	ND		
Thyringia Fogtland Ordovician Sediments	Outcrop		7361	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC4	KHRAMOV (1986)			Sedimentary	clayedshales:Quartzite					50.6	50.6	11.7	11.7			Europe	Germany			Thyringia : Fogtland				359	416	Ma	100	142	40	8.4	17.2			12	16		F+	ND	ND	Ro	9	227	6.1	10.1			Pre-folding	62		Tremadoc-Arenig. Extent 80 km. 4 sections. Prefolding. Thermal to 400-590C AF to 5-40 mT. Js-T Jrs-T (HEM single domain).	ND		
K13 Bohemian Massif	Outcrop				LP-DIR	10.1111/j.1365-246X.1991.tb06733.x			Igneous	Granite					49.8	49.8	12.0	12.0				Germany							273.0	323.0	Ma																											
Idaho USA	Land Section				LP-NO:LP-X:LP-AF:LP-T:LP-ARM-P	10.1111/TER.12779			Sedimentary	Mudstone:Siltstone					44.7814269550144	44.810542082414	246.72713	246.77721	2136.2	2381.3	North America	United States of America	Idaho						15	24.6	Ma																											
Siljan impact structure	Outcrop				LP-T:LP-NO:LP-AF	10.1029/2024GL114204			Sedimentary	Limestone					60.8838	61.1837	14.5857	15.2252									465		454	471	Ma																											
Shangling	Stratigraphic Section								Sedimentary	Baked Sediment					19.1159	19.1159	110.3644	110.3644			Asia	China	Hainan				104.6		103.89999999999999	105.3	Ma																											
Baimasi section	Stratigraphic Section								Sedimentary	Mudstone					36.52	36.51	102.105	102.100											38	53	Ma																											
Devonian-Carboniferous Sediments	Outcrop		7242	i	DE-DI : LT-T-Z:LP-DC3	10.1016/0040-1951(93)90307-6			Sedimentary	Limestone:Redbeds					50	50	7	7			Europe	Germany : Belgium			Ardenno-Rhenish Massif				250	320	Ma	100	210.8	11.6	7.3	19.9			21	356		F-	ND	ND	ND	28	152	3.8	7.4				100		Thermal to 685C characterstic component. OP (MAGN HEM PYRR) ; IRM (sat. 0. 4T or no sat. 1. 0T) ; AN. Remagnetized during Kiaman Reversed Superchron. Negative fold tests at some localities.	M		
Devonian-Carboniferous Sediments	Outcrop		7242	i	DE-DI : LT-T-Z:LP-DC3	10.1016/0040-1951(93)90307-6			Sedimentary	Limestone:Redbeds					50	50	7	7			Europe	Germany : Belgium			Ardenno-Rhenish Massif				250	320	Ma	0	212.6	-3.8	7.8	17.6			21			F-	ND	ND	ND	28	152	3.8	7.4				100		Thermal to 685C characterstic component. OP (MAGN HEM PYRR) ; IRM (sat. 0. 4T or no sat. 1. 0T) ; AN. Remagnetized during Kiaman Reversed Superchron. Negative fold tests at some localities.	M		
Devonian-Carboniferous Sediments	Outcrop		7242	i	DE-DI : LT-T-Z:LP-DC3	10.1016/0040-1951(93)90307-6			Sedimentary	Limestone:Redbeds					50	50	7	7			Europe	Germany : Belgium			Ardenno-Rhenish Massif				250	320	Ma	0	210.8	11.6	7.3	19.9			21			F-	ND	ND	ND	28	152	3.8	7.4				100		Thermal to 685C characterstic component. OP (MAGN HEM PYRR) ; IRM (sat. 0. 4T or no sat. 1. 0T) ; AN. Remagnetized during Kiaman Reversed Superchron. Negative fold tests at some localities.	M		
Carboniferous Sediments	Outcrop		1438	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC3	10.1016/0040-1951(83)90046-X			Sedimentary	Chert:greywacke					50	50	10	10			Europe	France : Germany			Vosges and Franconian Forest				318	359	Ma	100	19.5	8	15.1	276.6			3	37	99	F+	ND	ND	Ro	40.7	163.3	3	3				200		AF to 55mT thermal to 575C stable >400C. IRM (sat. 0. 2T no sat. 4T).	M		
Carboniferous Sediments	Outcrop		1438	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC3	10.1016/0040-1951(83)90046-X			Sedimentary	Chert:greywacke					50	50	10	10			Europe	France : Germany			Vosges and Franconian Forest				318	359	Ma	100	19.5	5.1	15.1	276.6	22.1		3		99	F+	ND	ND	Ro	40.7	163.3	3	3				200		AF to 55mT thermal to 575C stable >400C. IRM (sat. 0. 2T no sat. 4T).	M		
Carboniferous Sediments	Outcrop		1438	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC3	10.1016/0040-1951(83)90046-X			Sedimentary	Chert:greywacke					50	50	10	10			Europe	France : Germany			Vosges and Franconian Forest				318	359	Ma	0	22.5	-1.6	77.9	12.5			3		99	F+	ND	ND	Ro	40.7	163.3	3	3				200		AF to 55mT thermal to 575C stable >400C. IRM (sat. 0. 2T no sat. 4T).	M		
Variscan Rocks Northern Vosges Comp.A	Outcrop		6341	i	DE-DI : LT-T-Z:LP-DC3	10.1016/0012-821X(91)90146-9			Metamorphic:Intrusive	Diorite : metamorphics:Gabbro					49.5	49.5	8.5	8.5			Europe	France : Germany			Odenwald				245	290	Ma	0	202.4	-21	3.9	66.2				21		ND	ND	ND	ND	47.1	204.9	2.2	4.1			A	100		A Component. Thermal treatment to 580C. Permian age suggested.	ND		
Variscan Rocks Northern Vosges Comp.B	Outcrop		6340	i	DE-DI : LT-T-Z:LP-DC3	10.1016/0012-821X(91)90146-9			Metamorphic:Intrusive	Diorite : metamorphics:Gabbro					49.5	49.5	8.5	8.5			Europe	France : Germany			Odenwald				290	325	Ma	0	58.3	-24.5	4.8	60.7				16		ND	ND	ND	ND	9.4	131.3	2.8	5.1			B	0		B Component. Thermal treatment to 580C. Middle to Late Carboniferous age suggested.	ND		
Variscan Rocks Northern Vosges Comp.C	Outcrop		6339	i	DE-DI : LT-T-Z:LP-DC3	10.1016/0012-821X(91)90146-9			Metamorphic:Intrusive	Diorite : metamorphics:Gabbro					49.5	49.5	8.5	8.5			Europe	France : Germany			Odenwald				325	340	Ma	0	326.4	-23	6.9	32				15		ND	ND	ND	ND	21.8	224.2	3.9	7.3			C	0		C Component. Thermal treatment to 580C. Includes data from REFNO 2457.	ND		
Section 2	Stratigraphic Section					10.1134/S1028334X2112014X			Extrusive	Basaltic Lava					66.874375	66.891368	169.879371	169.919679			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				86.5		84	89	Ma																											
Section 4	Stratigraphic Section					10.1134/S1028334X2112014X			Extrusive	Basaltic Lava					66.996901	67.010364	170.27931	170.293542			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				86.5		84	89	Ma																											
Section 5	Stratigraphic Section					10.1134/S1028334X2112014X			Extrusive	Basaltic Lava					66.899261	66.916216	170.061931	170.094352			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				86.5		84	89	Ma																											
Section A0	Stratigraphic Section					10.1134/S1028334X2112014X			Extrusive	Basaltic Lava					66.88920805	66.91303748	170.1630227	170.1837188			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				86.5		84	89	Ma																											
Section A1	Stratigraphic Section					10.1134/S1028334X2112014X			Extrusive	Basaltic Lava					66.91991252	66.93191	170.351226	170.378616			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				86.5		84	89	Ma																											
Section K	Stratigraphic Section					10.1134/S1028334X2112014X			Extrusive	Basaltic Lava					66.83243232	66.86431576	169.8164177	169.8525882			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				86.5		84	89	Ma																											
Section 1	Stratigraphic Section					10.1134/S1028334X2112014X			Extrusive	Basaltic Lava					66.877034	66.905899	169.745907	169.802112			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				86.5		84	89	Ma																											
Ville Basin Dykes	Outcrop		7657	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Intrusive	acidic			Ville basin Dykes		48.3	48.3	7.3	7.3			Europe	France			France				262	282	Ma	0	197.5	-26.5	7	999.9			2	9		ND	ND	ND	ND	53	158	4.1	7.6			H	100		H Component. Thermal to 680C characteristic component. Hematite component regarded as secondary.	ND		
Ville Basin Volcanics Comp.H	Outcrop		7655	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Extrusive	Tuff:rhyolites			Ville Basin Volcanics		48.3	48.3	7.3	7.3			Europe	France			France				262	282	Ma	100	191.5	-25	9	798			2	13		F-	ND	ND	ND	53	168	5.2	9.7			H	100		H Component. Thermal to 680C characteristic component. IRM (no sat. 0. 8T) ; OP (ILM TM MAGN). Hematite component secondary magnetization.	M		
Ville Basin Volcanics Comp.H	Outcrop		7655	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Extrusive	Tuff:rhyolites			Ville Basin Volcanics		48.3	48.3	7.3	7.3			Europe	France			France				262	282	Ma	0	191.5	-13	28	84			2			F-	ND	ND	ND	53	168	5.2	9.7			H	100		H Component. Thermal to 680C characteristic component. IRM (no sat. 0. 8T) ; OP (ILM TM MAGN). Hematite component secondary magnetization.	M		
Ville Basin Volcanics Comp.H	Outcrop		7655	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Extrusive	Tuff:rhyolites			Ville Basin Volcanics		48.3	48.3	7.3	7.3			Europe	France			France				262	282	Ma	0	191.5	-25	9	798			2			F-	ND	ND	ND	53	168	5.2	9.7			H	100		H Component. Thermal to 680C characteristic component. IRM (no sat. 0. 8T) ; OP (ILM TM MAGN). Hematite component secondary magnetization.	M		
Nideck-Donon Rhyolites Comp.H	Outcrop		7652	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Extrusive	rhyolites			Nideck-Donon Rhyolites		48.5	48.5	7.3	7.3			Europe	France			France				262	282	Ma	100	186	-17	2	167			26	191		F-	ND	ND	ND	50	178	1.1	2.1			H	100		H Component. Thermal to 680C characteristic component. IRM (no sat. 0. 8T) ; OP (ILM TM HEM). Hematite component regarded as secondary.	M		
Nideck-Donon Rhyolites Comp.H	Outcrop		7652	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Extrusive	rhyolites			Nideck-Donon Rhyolites		48.5	48.5	7.3	7.3			Europe	France			France				262	282	Ma	0	185	-12	4	64	0.38		26			F-	ND	ND	ND	50	178	1.1	2.1			H	100		H Component. Thermal to 680C characteristic component. IRM (no sat. 0. 8T) ; OP (ILM TM HEM). Hematite component regarded as secondary.	M		
Nideck-Donon Rhyolites Comp.H	Outcrop		7652	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Extrusive	rhyolites			Nideck-Donon Rhyolites		48.5	48.5	7.3	7.3			Europe	France			France				262	282	Ma	0	186	-17	2	167			26			F-	ND	ND	ND	50	178	1.1	2.1			H	100		H Component. Thermal to 680C characteristic component. IRM (no sat. 0. 8T) ; OP (ILM TM HEM). Hematite component regarded as secondary.	M		
Ville Basin Volcanics Comp.H2	Outcrop		7656	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Extrusive	Tuff:rhyolites			Ville Basin Volcanics		48.3	48.3	7.3	7.3			Europe	France			France				262	282	Ma	0	178	-9	4	992			3	24		ND	ND	ND	ND	46	190	2	4			H2	100		H2 Component. Thermal to 680C characteristic component. IRM (no sat. 0. 8t) ; OP (TM ILM MAGN).	M		
Nideck-Donon Rhyolites Comp.MH+M	Outcrop		7653	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Extrusive	rhyolites			Nideck-Donon Rhyolites		48.5	48.5	7.3	7.3			Europe	France			France				270	290	Ma	0	182	-7	2	459			13	127		ND	ND	ND	ND	45	184	1	2			MH+M	100		MH+M Component. Thermal to 680C component <580C. IRM (no sat. 0. 8T) ; OP (ILM. TM HEM). Magnetite component corrected for regional post TR tilt.	M		
Saint die Basin Rhyolites	Outcrop		7654	i	DE-DI : LT-T-Z:LP-DC4	EDEL & SCHNEIDER (1995)			Extrusive	rhyolites			Saint die Basin Rhyolites		47.3	47.3	6.9	6.9			Europe	France			France				262	282	Ma	0	184	-20.5	23	120			2	12		ND	ND	ND	ND	53	180	12.7	24.1			H	100		H Component. Thermal to 680C characteristic component. IRM (no sat. 0. 8T) ; OP (ILM TM MAGN). Hematite component regarded as secondary.	M		
Hettangian-Sinemurian Limestones	Outcrop		8182	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC4	EDEL & DURINGER (1997)			Sedimentary	Limestone					48.8	48.8	7	7			Europe	France			Eastern France				190	200	Ma	100	45.1	55.9	8.6	204.3			3	36		ND	ND	ND	Ro	55	100	11	11				33	175.9	Hettangian to Sinemurian. Thermal to 580C. IRM (sat. 0. 1T).	M		
Hettangian-Sinemurian Limestones	Outcrop		8182	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC4	EDEL & DURINGER (1997)			Sedimentary	Limestone					48.8	48.8	7	7			Europe	France			Eastern France				190	200	Ma	100	47.7	55.2	23	120.3			2			ND	ND	ND	Ro	55	100	11	11				33	175.9	Hettangian to Sinemurian. Thermal to 580C. IRM (sat. 0. 1T).	M		
Hettangian-Sinemurian Limestones	Outcrop		8182	i	DE-VGP : LT-AF-Z : LT-T-Z:LP-DC4	EDEL & DURINGER (1997)			Sedimentary	Limestone					48.8	48.8	7	7			Europe	France			Eastern France				190	200	Ma	100	221	-57	5	58		r	1			ND	ND	ND	Ro	55	100	11	11				33	175.9	Hettangian to Sinemurian. Thermal to 580C. IRM (sat. 0. 1T).	M		
Xiaoxia section	Stratigraphic Section								Sedimentary	Mudstone					36.52	36.53	101.94	101.95											50	55	Ma																											
Bingling Shan section	Stratigraphic Section								Sedimentary	Mudstone					36.44	36.45	101.97	101.98											50	55	Ma																											
Ledu section	Stratigraphic Section								Sedimentary	Mudstone					36.42	36.43	102.37	102.38											50	55	Ma																											
Sanhe section	Stratigraphic Section								Sedimentary	Mudstone					36.43	36.44	101.94	101.95											50	55	Ma																											
Sanhe section	Stratigraphic Section								Sedimentary	Mudstone					36.43	36.44	101.94	101.95											50	55	Ma																											
Dazhai section	Stratigraphic Section								Sedimentary	Mudstone					36.43	36.44	102.01	102.02											50	55	Ma																											
Section VP3	Stratigraphic Section								Extrusive	Basaltic Lava					66.33	66.33	177.5	177.5			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				69.7		67	72.4	Ma																											
Section VP4	Stratigraphic Section								Extrusive	Basaltic Lava					66.4	66.4	177.6	177.6			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				69.7		67	72.4	Ma																											
Section 8	Stratigraphic Section								Extrusive	Basaltic Lava					66.5	66.55	177.3	177.5			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				69.7		67	72.4	Ma																											
Section 9	Stratigraphic Section								Extrusive	Basaltic Lava					66.4	66.4	177.7	177.7			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				69.7		67	72.4	Ma																											
Section 10	Stratigraphic Section								Extrusive	Basaltic Lava					66.4	66.4	177.5	177.5			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				69.7		67	72.4	Ma																											
Section 11	Stratigraphic Section								Extrusive	Basaltic Lava					66.3	66.3	177.65	177.65			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				69.7		67	72.4	Ma																											
Section 12	Stratigraphic Section								Extrusive	Basaltic Lava					66.4	66.4	177.55	177.55			Asia	Russian Federation	Chukotskiy avtonomnyy okrug				69.7		67	72.4	Ma																											
Section A and B Grand Canaria	Region					10.1029/2001JB000322									27.932	27.938	344.236	344.237			Atlantic Ocean	Spain			Grand Caneria	El Paso																																
Section A Grand Canaria	Stratigraphic Section					10.1029/2001JB000322									27.938	27.938	344.236	344.236			Atlantic Ocean	Spain			Grand Caneria	El Paso																																
Section B Grand Canaria	Stratigraphic Section					10.1029/2001JB000322									27.932	27.932	344.237	344.237			Atlantic Ocean	Spain			Grand Caneria	El Paso																																
Gran Canaria Canary Islands	Region					10.1029/2001JB000949									28.7	28.7	342.2	342.2			Atlantic Ocean				Canary Islands																																	
Trans-Mexican Volcanic Belt	Region		DR	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					0	20			ka	100	9.6	27.8	3.4	233.7				9						79.8	16.4	2	3.7									
Trans-Mexican Volcanic Belt	Region		AX	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					2	10			ka	100	334.9	37.1	8.8	22.9				13						66.4	175.3	6.1	10.3									
Trans-Mexican Volcanic Belt	Region		AG2	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					5	2			ka	100	2.4	17.7	4.4	302.4				5						79.9	66.5	2.4	4.6									
